Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price,Data Url,Use
1795897,HEART,0.33,VS2,J,EX,EX,VG,F,4.35-4.75×2.77,819.30,https://capitalwholesalediamonds.com/product/0-33-ct-heart-58/,Train
1741345,HEART,0.31,SI1,F,EX,EX,VG,N,4.09-4.82×2.80,821.61,https://capitalwholesalediamonds.com/product/0-31-ct-heart-82/,Train
1766952,HEART,0.3,VS2,I,VG,EX,VG,N,4.00-4.63×2.75,822.22,https://capitalwholesalediamonds.com/product/0-3-ct-heart-390/,Train
1785283,HEART,0.3,VS2,I,GD,VG,VG,N,4.20-4.47×2.58,829.28,https://capitalwholesalediamonds.com/product/0-3-ct-heart-394/,Train
1800789,HEART,0.3,SI2,F,GD,EX,VG,N,4.24-4.54×2.64,829.30,https://capitalwholesalediamonds.com/product/0-3-ct-heart-252/,Train
1700302,HEART,0.29,SI1,F,GD,EX,VG,N,3.87-4.61×2.77,829.54,https://capitalwholesalediamonds.com/product/0-29-ct-heart-15/,Train
1747092,HEART,0.29,SI1,F,GD,VG,VG,F,3.96-4.62×2.81,829.54,https://capitalwholesalediamonds.com/product/0-29-ct-heart-16/,Train
1800754,HEART,0.3,VS1,J,EX,EX,EX,F,3.94-4.67×2.72,830.33,https://capitalwholesalediamonds.com/product/0-3-ct-heart-409/,Train
1786572,HEART,0.32,VS1,I,EX,VG,GD,N,4.07-4.80×2.83,831.26,https://capitalwholesalediamonds.com/product/0-32-ct-heart-84/,Train
1785300,HEART,0.3,SI2,F,VG,EX,VG,N,4.16-4.46×2.67,832.33,https://capitalwholesalediamonds.com/product/0-3-ct-heart-255/,Train
1771394,HEART,0.29,SI1,E,VG,VG,GD,N,4.22-4.59×2.59,837.87,https://capitalwholesalediamonds.com/product/0-29-ct-heart-7/,Train
1683265,HEART,0.29,SI1,E,VG,EX,GD,N,4.23-4.62×2.58,837.87,https://capitalwholesalediamonds.com/product/0-29-ct-heart-8/,Train
1800797,HEART,0.29,SI1,E,VG,VG,GD,N,3.97-4.66×2.72,838.36,https://capitalwholesalediamonds.com/product/0-29-ct-heart-6/,Train
1771313,HEART,0.3,VVS1,I,VG,EX,GD,N,4.07-4.67×2.70,838.41,https://capitalwholesalediamonds.com/product/0-3-ct-heart-375/,Train
1775298,HEART,0.37,VS1,K,EX,EX,EX,N,4.47-5.00×2.97,840.78,https://capitalwholesalediamonds.com/product/0-37-ct-heart-4/,Train
1783865,HEART,0.3,VS2,I,EX,EX,VG,F,4.04-4.75×2.82,840.96,https://capitalwholesalediamonds.com/product/0-3-ct-heart-384/,Train
1793204,HEART,0.3,VS2,I,VG,EX,VG,N,4.26-4.50×2.48,840.96,https://capitalwholesalediamonds.com/product/0-3-ct-heart-391/,Train
1778563,HEART,0.3,VS1,I,EX,VG,GD,N,3.99-4.67×2.76,841.48,https://capitalwholesalediamonds.com/product/0-3-ct-heart-381/,Train
1791134,HEART,0.3,SI1,H,GD,VG,GD,N,4.09-4.58×2.70,845.05,https://capitalwholesalediamonds.com/product/0-3-ct-heart-370/,Train
1800051,HEART,0.3,SI2,E,GD,EX,VG,N,4.12-4.53×2.52,846.08,https://capitalwholesalediamonds.com/product/0-3-ct-heart-138/,Train
1800753,HEART,0.31,VS1,J,EX,VG,VG,N,3.95-4.66×2.71,846.74,https://capitalwholesalediamonds.com/product/0-31-ct-heart-144/,Train
1795914,HEART,0.3,SI2,F,EX,EX,GD,N,4.01-4.74×2.81,848.60,https://capitalwholesalediamonds.com/product/0-3-ct-heart-254/,Train
1800052,HEART,0.3,SI2,F,EX,VG,GD,N,3.98-4.71×2.78,848.60,https://capitalwholesalediamonds.com/product/0-3-ct-heart-256/,Train
1785299,HEART,0.31,SI2,F,EX,GD,VG,N,4.05-4.71×2.76,848.80,https://capitalwholesalediamonds.com/product/0-31-ct-heart-87/,Train
1793214,HEART,0.3,SI2,E,EX,EX,GD,N,3.97-4.73×2.80,850.12,https://capitalwholesalediamonds.com/product/0-3-ct-heart-140/,Train
1767982,HEART,0.3,SI1,G,VG,EX,VG,N,4.30-4.66×2.57,853.18,https://capitalwholesalediamonds.com/product/0-3-ct-heart-329/,Train
1763973,HEART,0.3,SI1,F,VG,EX,VG,N,4.04-4.73×2.62,855.14,https://capitalwholesalediamonds.com/product/0-3-ct-heart-235/,Train
1771384,HEART,0.37,SI1,I,EX,EX,VG,F,4.55-5.01×2.94,856.42,https://capitalwholesalediamonds.com/product/0-37-ct-heart-3/,Train
1791137,HEART,0.3,SI2,E,VG,EX,VG,N,4.05-4.60×2.57,856.73,https://capitalwholesalediamonds.com/product/0-3-ct-heart-141/,Train
1791801,HEART,0.3,VS2,I,GD,EX,VG,N,4.29-4.52×2.46,858.18,https://capitalwholesalediamonds.com/product/0-3-ct-heart-385/,Train
1800777,HEART,0.31,VS2,I,EX,EX,VG,F,4.24-4.63×2.65,861.93,https://capitalwholesalediamonds.com/product/0-31-ct-heart-140/,Train
1791807,HEART,0.3,SI2,E,GD,EX,GD,N,3.88-4.59×2.82,863.25,https://capitalwholesalediamonds.com/product/0-3-ct-heart-139/,Train
1786578,HEART,0.3,SI1,F,GD,VG,GD,F,4.14-4.53×2.75,864.27,https://capitalwholesalediamonds.com/product/0-3-ct-heart-231/,Train
1789934,HEART,0.3,VS2,I,EX,EX,VG,N,4.05-4.66×2.72,864.27,https://capitalwholesalediamonds.com/product/0-3-ct-heart-386/,Train
1767983,HEART,0.3,SI1,G,VG,VG,VG,N,3.94-4.64×2.55,866.31,https://capitalwholesalediamonds.com/product/0-3-ct-heart-322/,Train
1674737,HEART,0.29,VS1,G,VG,VG,GD,F,4.04-4.81×2.69,866.33,https://capitalwholesalediamonds.com/product/0-29-ct-heart-18/,Train
1761674,HEART,0.4,SI2,I,VG,EX,VG,M,4.53-5.02×2.98,867.31,https://capitalwholesalediamonds.com/product/0-4-ct-heart-200/,Train
1782798,HEART,0.3,VS2,I,EX,EX,VG,N,4.22-4.60×2.61,868.34,https://capitalwholesalediamonds.com/product/0-3-ct-heart-387/,Train
1791131,HEART,0.31,VS2,I,EX,VG,VG,M,4.14-4.74×2.71,869.79,https://capitalwholesalediamonds.com/product/0-31-ct-heart-141/,Train
1783866,HEART,0.3,VS2,I,EX,EX,VG,N,4.07-4.66×2.72,870.35,https://capitalwholesalediamonds.com/product/0-3-ct-heart-388/,Train
1787979,HEART,0.3,SI2,D,VG,VG,GD,N,4.12-4.64×2.78,871.87,https://capitalwholesalediamonds.com/product/0-3-ct-heart-535/,Train
1775316,HEART,0.3,SI1,E,VG,EX,GD,F,3.84-4.56×2.76,875.42,https://capitalwholesalediamonds.com/product/0-3-ct-heart-133/,Train
1759339,HEART,0.31,SI1,E,VG,EX,GD,N,4.24-4.72×2.64,876.06,https://capitalwholesalediamonds.com/product/0-31-ct-heart-38/,Train
1771387,HEART,0.31,SI2,E,EX,EX,VG,N,4.14-4.71×2.70,877.68,https://capitalwholesalediamonds.com/product/0-31-ct-heart-43/,Train
1772593,HEART,0.31,SI1,G,VG,VG,GD,N,4.17-4.83×2.71,879.73,https://capitalwholesalediamonds.com/product/0-31-ct-heart-112/,Train
1769675,HEART,0.3,SI1,E,VG,VG,GD,N,4.27-4.69×2.63,880.52,https://capitalwholesalediamonds.com/product/0-3-ct-heart-115/,Train
1800050,HEART,0.3,SI1,H,VG,VG,FR,F,4.04-4.51×2.49,881.03,https://capitalwholesalediamonds.com/product/0-3-ct-heart-364/,Train
1789931,HEART,0.31,VS2,I,EX,EX,VG,N,4.07-4.82×2.87,881.81,https://capitalwholesalediamonds.com/product/0-31-ct-heart-138/,Train
1781398,HEART,0.3,SI1,F,VG,EX,VG,N,4.05-4.74×2.62,882.52,https://capitalwholesalediamonds.com/product/0-3-ct-heart-248/,Train
1791138,HEART,0.34,SI2,F,EX,VG,VG,N,4.36-4.82×2.80,883.89,https://capitalwholesalediamonds.com/product/0-34-ct-heart-20/,Train
1783876,HEART,0.3,SI1,G,VG,VG,GD,N,3.98-4.63×2.68,884.06,https://capitalwholesalediamonds.com/product/0-3-ct-heart-333/,Train
1787922,HEART,0.3,VVS2,I,GD,EX,GD,N,3.80-4.61×2.82,884.06,https://capitalwholesalediamonds.com/product/0-3-ct-heart-377/,Train
1793215,HEART,0.32,SI2,F,EX,EX,VG,N,4.23-4.65×2.78,885.32,https://capitalwholesalediamonds.com/product/0-32-ct-heart-54/,Train
1762935,HEART,0.3,SI1,E,VG,EX,GD,N,3.87-4.65×2.74,885.56,https://capitalwholesalediamonds.com/product/0-3-ct-heart-125/,Train
1787974,HEART,0.3,SI1,F,VG,EX,GD,N,4.16-4.64×2.56,886.62,https://capitalwholesalediamonds.com/product/0-3-ct-heart-247/,Train
1787978,HEART,0.3,SI2,D,VG,EX,VG,N,4.33-4.61×2.56,886.62,https://capitalwholesalediamonds.com/product/0-3-ct-heart-536/,Train
1778574,HEART,0.3,SI1,H,EX,VG,GD,F,3.97-4.65×2.69,886.64,https://capitalwholesalediamonds.com/product/0-3-ct-heart-369/,Train
1795877,HEART,0.3,VS1,I,EX,EX,VG,ST,4.25-4.65×2.62,887.62,https://capitalwholesalediamonds.com/product/0-3-ct-heart-379/,Train
1795911,HEART,0.3,SI1,G,VG,EX,GD,N,3.93-4.68×2.74,888.10,https://capitalwholesalediamonds.com/product/0-3-ct-heart-335/,Train
1800046,HEART,0.3,SI1,F,GD,VG,GD,F,4.03-4.62×2.81,890.12,https://capitalwholesalediamonds.com/product/0-3-ct-heart-228/,Train
1785291,HEART,0.3,SI1,G,EX,EX,VG,M,4.27-4.68×2.72,891.15,https://capitalwholesalediamonds.com/product/0-3-ct-heart-321/,Train
1785290,HEART,0.3,SI1,G,VG,VG,GD,N,3.89-4.66×2.76,891.15,https://capitalwholesalediamonds.com/product/0-3-ct-heart-325/,Train
1779844,HEART,0.3,SI1,F,VG,VG,GD,N,4.03-4.67×2.61,891.19,https://capitalwholesalediamonds.com/product/0-3-ct-heart-230/,Train
1763974,HEART,0.3,SI1,G,EX,EX,VG,N,4.03-4.69×2.78,892.22,https://capitalwholesalediamonds.com/product/0-3-ct-heart-330/,Train
1785284,HEART,0.3,SI1,D,VG,EX,GD,M,4.35-4.71×2.62,893.23,https://capitalwholesalediamonds.com/product/0-3-ct-heart-527/,Train
1786579,HEART,0.3,SI1,F,VG,EX,GD,N,4.33-4.61×2.67,893.71,https://capitalwholesalediamonds.com/product/0-3-ct-heart-243/,Train
1765068,HEART,0.3,SI2,D,EX,EX,VG,N,4.14-4.76×2.70,893.71,https://capitalwholesalediamonds.com/product/0-3-ct-heart-533/,Train
1791806,HEART,0.3,SI2,D,VG,EX,VG,N,4.24-4.64×2.61,893.71,https://capitalwholesalediamonds.com/product/0-3-ct-heart-534/,Train
1726033,HEART,0.32,SI1,F,EX,EX,GD,N,4.21-4.77×2.82,893.99,https://capitalwholesalediamonds.com/product/0-32-ct-heart-53/,Train
1800044,HEART,0.3,SI1,E,VG,EX,GD,F,4.19-4.63×2.75,895.21,https://capitalwholesalediamonds.com/product/0-3-ct-heart-135/,Train
1767974,HEART,0.3,SI1,D,GD,EX,GD,N,3.87-4.54×2.74,895.73,https://capitalwholesalediamonds.com/product/0-3-ct-heart-516/,Train
1800017,HEART,0.35,VS1,I,EX,EX,GD,M,4.53-4.98×2.70,896.41,https://capitalwholesalediamonds.com/product/0-35-ct-heart-17/,Train
1795906,HEART,0.3,SI1,F,VG,EX,GD,F,4.26-4.59×2.69,897.27,https://capitalwholesalediamonds.com/product/0-3-ct-heart-246/,Train
1791805,HEART,0.3,SI1,G,VG,VG,GD,F,4.23-4.77×2.64,897.74,https://capitalwholesalediamonds.com/product/0-3-ct-heart-326/,Train
1783873,HEART,0.3,SI1,F,VG,EX,GD,F,3.93-4.71×2.71,900.77,https://capitalwholesalediamonds.com/product/0-3-ct-heart-232/,Train
1769681,HEART,0.29,VS1,F,VG,VG,VG,N,4.17-4.66×2.59,901.16,https://capitalwholesalediamonds.com/product/0-29-ct-heart-10/,Train
1750305,HEART,0.3,SI1,E,VG,EX,VG,N,3.88-4.66×2.75,901.78,https://capitalwholesalediamonds.com/product/0-3-ct-heart-123/,Train
1791136,HEART,0.31,SI2,E,EX,EX,VG,N,4.04-4.78×2.76,902.26,https://capitalwholesalediamonds.com/product/0-31-ct-heart-44/,Train
1767944,HEART,0.31,VS1,I,EX,VG,VG,N,4.01-4.74×2.76,902.81,https://capitalwholesalediamonds.com/product/0-31-ct-heart-135/,Train
1593741,HEART,0.5,SI1,K,EX,VG,VG,F,4.95-5.55×3.12,904.35,https://capitalwholesalediamonds.com/product/0-5-ct-heart-99/,Train
1766954,HEART,0.3,SI1,D,VG,VG,GD,N,4.04-4.79×2.67,905.91,https://capitalwholesalediamonds.com/product/0-3-ct-heart-522/,Train
1800751,HEART,0.3,VS1,I,VG,EX,VG,F,4.09-4.63×2.61,906.87,https://capitalwholesalediamonds.com/product/0-3-ct-heart-380/,Train
1795912,HEART,0.33,SI1,H,EX,VG,GD,F,4.35-4.73×2.66,906.92,https://capitalwholesalediamonds.com/product/0-33-ct-heart-52/,Train
1783878,HEART,0.32,SI2,D,EX,EX,GD,F,4.06-4.81×2.72,907.46,https://capitalwholesalediamonds.com/product/0-32-ct-heart-102/,Train
1793212,HEART,0.3,SI1,F,VG,EX,GD,N,4.25-4.50×2.65,907.92,https://capitalwholesalediamonds.com/product/0-3-ct-heart-229/,Train
1749163,HEART,0.3,VS1,F,EX,EX,GD,F,4.09-4.73×2.71,909.47,https://capitalwholesalediamonds.com/product/0-3-ct-heart-173/,Train
1795903,HEART,0.3,SI1,E,GD,VG,GD,N,3.88-4.76×2.75,910.94,https://capitalwholesalediamonds.com/product/0-3-ct-heart-118/,Train
1785295,HEART,0.3,SI1,H,VG,EX,VG,N,4.26-4.69×2.63,914.51,https://capitalwholesalediamonds.com/product/0-3-ct-heart-366/,Train
1800047,HEART,0.32,SI1,G,EX,EX,VG,N,4.33-4.71×2.79,917.20,https://capitalwholesalediamonds.com/product/0-32-ct-heart-74/,Train
1789938,HEART,0.31,SI1,E,EX,EX,VG,F,4.21-4.63×2.70,917.97,https://capitalwholesalediamonds.com/product/0-31-ct-heart-35/,Train
1785285,HEART,0.31,SI1,E,EX,EX,GD,N,4.15-4.50×2.68,917.97,https://capitalwholesalediamonds.com/product/0-31-ct-heart-42/,Train
1771369,HEART,0.3,SI1,E,VG,VG,GD,N,4.28-4.61×2.67,918.01,https://capitalwholesalediamonds.com/product/0-3-ct-heart-129/,Train
1791133,HEART,0.3,SI1,G,VG,EX,GD,N,4.05-4.64×2.57,918.04,https://capitalwholesalediamonds.com/product/0-3-ct-heart-324/,Train
1795908,HEART,0.3,SI1,F,VG,EX,GD,N,4.23-4.47×2.67,920.09,https://capitalwholesalediamonds.com/product/0-3-ct-heart-241/,Train
1800034,HEART,0.3,VS2,H,GD,VG,GD,N,4.24-4.71×2.62,920.09,https://capitalwholesalediamonds.com/product/0-3-ct-heart-360/,Train
1771380,HEART,0.3,SI1,G,EX,EX,VG,N,4.20-4.65×2.67,920.61,https://capitalwholesalediamonds.com/product/0-3-ct-heart-334/,Train
1789097,HEART,0.3,VVS1,I,EX,VG,VG,N,4.24-4.71×2.67,923.13,https://capitalwholesalediamonds.com/product/0-3-ct-heart-376/,Train
1779846,HEART,0.3,SI1,G,EX,EX,GD,N,4.07-4.65×2.76,923.59,https://capitalwholesalediamonds.com/product/0-3-ct-heart-319/,Train
1800788,HEART,0.32,SI2,F,EX,EX,EX,N,4.22-4.68×2.71,924.26,https://capitalwholesalediamonds.com/product/0-32-ct-heart-55/,Train
1789942,HEART,0.3,SI1,G,EX,EX,GD,N,4.13-4.68×2.63,924.65,https://capitalwholesalediamonds.com/product/0-3-ct-heart-327/,Train
1789926,HEART,0.3,VS2,E,VG,GD,GD,M,4.07-4.73×2.73,925.63,https://capitalwholesalediamonds.com/product/0-3-ct-heart-92/,Train
1791804,HEART,0.31,SI1,F,EX,EX,VG,F,3.92-4.53×2.74,926.91,https://capitalwholesalediamonds.com/product/0-31-ct-heart-85/,Train
1789118,HEART,0.31,VS1,I,VG,EX,VG,F,4.39-4.69×2.59,926.91,https://capitalwholesalediamonds.com/product/0-31-ct-heart-136/,Train
1750304,HEART,0.32,SI1,E,EX,VG,VG,N,4.38-4.79×2.81,927.00,https://capitalwholesalediamonds.com/product/0-32-ct-heart-24/,Train
1767978,HEART,0.3,SI1,F,EX,VG,VG,N,4.03-4.69×2.75,927.17,https://capitalwholesalediamonds.com/product/0-3-ct-heart-234/,Train
1750303,HEART,0.33,SI1,E,EX,EX,VG,N,4.19-4.89×2.79,928.62,https://capitalwholesalediamonds.com/product/0-33-ct-heart-6/,Train
