Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price,Use
1506838,CUSHION,0.7,SI1,I,EX,EX,VG,N,5.28-4.81×3.26,"1,444.75",Train
1648843,CUSHION,0.55,VS2,H,EX,EX,VG,N,5.34-4.27×2.86,"1,445.15",Train
1665798,CUSHION,0.5,VS2,G,EX,EX,VG,F,4.49-4.46×3.01,"1,447.35",Train
200702-562,CUSHION,1.08,,FANCY,EX,VG,VG,N,5.95-5.57×3.76,"1,447.51",Train
1777334,CUSHION,0.5,VS2,G,VG,EX,GD,N,4.77-4.32×2.85,"1,450.02",Train
1796895,CUSHION,0.5,VS1,I,EX,EX,VG,N,4.69-4.34×2.92,"1,450.05",Train
1549891,CUSHION,0.72,I1,FANCY,EX,VG,GD,M,5.55-4.67×3.17,"1,054.14",Train
1779754,CUSHION,0.44,SI1,D,EX,VG,GD,M,4.95-4.00×2.68,"1,059.29",Train
1769463,CUSHION,0.4,VS2,I,EX,EX,VG,N,4.78-3.89×2.64,"1,065.38",Train
1798209,CUSHION,0.55,VS2,O-P,EX,EX,EX,N,4.63-4.57×3.10,"1,067.66",Train
1795587,CUSHION,0.41,SI1,F,EX,EX,VG,N,4.66-3.98×2.64,"1,071.87",Train
1799605,CUSHION,0.31,VVS1,E,EX,EX,VG,N,3.95-3.78×2.53,"1,072.54",Train
1622484,CUSHION,0.55,VVS1,K,EX,EX,VG,N,4.74-4.48×3.04,"1,075.21",Train
1632732,CUSHION,0.7,VS2,N,EX,EX,VG,M,5.23-4.75×3.22,"1,078.14",Train
1786432,CUSHION,0.4,VS1,I,EX,EX,VG,N,4.25-4.06×2.74,"1,078.32",Train
1629717,CUSHION,0.61,VVS1,Y-Z,EX,EX,VG,N,4.66-4.60×3.11,"1,087.25",Train
1605151,CUSHION,0.75,SI1,K,EX,EX,VG,N,5.59-4.85×3.27,"1,087.54",Train
1787776,CUSHION,0.52,SI1,K,EX,VG,VG,F,4.70-4.41×2.97,"1,094.65",Train
1696747,CUSHION,0.59,SI2,F,EX,EX,VG,N,4.97-4.53×3.06,"1,094.80",Train
1595358,CUSHION,0.5,VS2,FANCY,EX,EX,GD,N,4.31-4.29×2.91,"1,103.97",Train
210106-130,CUSHION,1.02,SI1,FANCY,EX,EX,EX,F,6.51-5.28×3.58,"1,105.68",Train
1638138,CUSHION,0.51,VS1,J,EX,EX,VG,N,4.98-4.25×2.85,"1,199.41",Train
1642243,CUSHION,0.75,VVS2,L,VG,EX,GD,ST,5.29-4.94×3.45,"1,205.70",Train
1565348,CUSHION,0.52,VVS1,FANCY,EX,EX,VG,M,4.47-4.33×2.94,"1,207.12",Train
1615092,CUSHION,0.52,SI1,I,EX,EX,VG,F,4.77-4.43×2.99,"1,211.61",Train
1762719,CUSHION,0.65,VVS2,S-T,EX,EX,EX,M,5.00-4.64×3.15,"1,212.41",Train
1619470,CUSHION,0.53,VVS2,J,EX,EX,VG,N,4.59-4.45×3.01,"1,213.74",Train
1574492,CUSHION,0.57,SI1,FANCY,EX,EX,GD,M,4.83-4.56×3.08,"1,214.05",Train
1648838,CUSHION,0.5,VS1,I,EX,EX,VG,M,4.44-4.43×3.01,"1,214.62",Train
1669449,CUSHION,0.5,VVS2,J,EX,EX,VG,M,4.55-4.40×2.98,"1,215.54",Train
1793049,CUSHION,0.47,SI1,F,EX,EX,GD,N,4.93-4.16×2.79,"1,217.29",Train
1593546,CUSHION,0.5,SI1,E,EX,VG,GD,N,5.13-4.13×2.80,"1,226.85",Train
1636055,CUSHION,0.71,VS2,N,EX,EX,EX,N,5.80-4.64×3.15,"1,230.89",Train
1667164,CUSHION,0.5,VS2,I,EX,EX,VG,F,4.44-4.42×2.98,"1,231.96",Train
1628224,CUSHION,0.9,SI1,M,EX,EX,EX,ST,5.62-5.27×3.56,"1,237.55",Train
1601290,CUSHION,0.5,SI1,FANCY,EX,EX,VG,F,4.44-4.41×2.95,"1,241.42",Train
1794071,CUSHION,0.51,SI1,J,EX,EX,VG,N,4.70-4.37×2.97,"1,286.16",Train
1664763,CUSHION,0.56,SI2,FANCY,EX,GD,GD,F,4.72-4.43×3.00,"1,286.93",Train
1651013,CUSHION,0.52,VVS1,I,EX,EX,VG,F,4.60-4.49×3.03,"1,292.65",Train
1790074,CUSHION,0.42,VVS1,FANCY,EX,EX,GD,M,4.24-4.16×2.68,"1,293.39",Train
1593490,CUSHION,0.9,SI2,M,VG,EX,VG,F,5.91-5.05×3.52,"1,295.14",Train
1549897,CUSHION,0.6,VVS1,FANCY,EX,EX,VG,M,4.66-4.62×3.13,"1,298.13",Train
1786431,CUSHION,0.51,SI1,H,EX,EX,EX,ST,4.57-4.45×2.98,"1,299.02",Train
1615085,CUSHION,0.5,VS1,H,VG,EX,VG,N,4.89-4.25×2.85,"1,301.12",Train
1654061,CUSHION,0.7,SI1,L,EX,EX,VG,N,5.31-4.83×3.27,"1,303.27",Train
1630158,CUSHION,0.5,SI1,FANCY,EX,VG,GD,F,4.57-4.35×2.88,"1,303.67",Train
1636033,CUSHION,0.85,VS2,M,EX,EX,EX,ST,6.12-4.90×3.34,"1,311.39",Train
1795583,CUSHION,0.5,SI1,I,EX,EX,VG,F,4.93-4.26×2.85,"1,313.99",Train
1608410,CUSHION,0.71,VVS2,L,VG,EX,VG,N,5.04-4.82×3.37,"1,315.61",Train
1767817,CUSHION,0.5,SI1,F,VG,VG,GD,N,4.97-4.21×2.81,"1,315.83",Train
1657715,CUSHION,0.5,SI1,G,EX,VG,VG,F,4.71-4.29×2.90,"1,317.62",Train
1765489,CUSHION,0.5,VS2,F,VG,EX,EX,N,4.71-4.24×2.95,"1,584.58",Train
1765494,CUSHION,0.51,VS2,H,EX,EX,VG,N,5.01-4.31×2.84,"1,586.10",Train
1761480,CUSHION,0.51,VS2,H,EX,EX,VG,N,4.92-4.26×2.89,"1,586.10",Train
1776164,CUSHION,0.55,SI1,E,EX,EX,EX,N,4.84-4.46×3.02,"1,587.37",Train
1796900,CUSHION,0.5,VS2,F,VG,EX,VG,N,4.53-4.37×3.04,"1,587.87",Train
1665802,CUSHION,0.59,SI1,H,EX,EX,VG,N,5.18-4.49×3.05,"1,588.29",Train
1790062,CUSHION,0.7,SI2,FANCY,EX,EX,GD,N,4.79-4.79×3.25,"1,588.43",Train
1786430,CUSHION,0.53,SI1,F,EX,EX,VG,N,4.73-4.39×2.98,"1,588.50",Train
1776163,CUSHION,0.5,VS2,G,EX,EX,VG,N,4.94-4.24×2.79,"1,590.29",Train
1756387,CUSHION,0.5,VS1,H,EX,EX,EX,N,4.56-4.38×2.97,"1,590.29",Train
1796898,CUSHION,0.5,VS2,E,EX,EX,VG,F,4.91-4.19×2.84,"1,591.24",Train
1781169,CUSHION,0.5,VS2,E,VG,EX,VG,N,4.74-4.39×2.86,"1,591.24",Train
1658912,CUSHION,0.51,VVS1,G,EX,VG,VG,F,4.99-4.26×2.88,"1,592.88",Train
1771075,CUSHION,0.5,VS1,E,EX,EX,VG,F,4.93-4.24×2.85,"1,593.89",Train
1765493,CUSHION,0.5,VS2,G,EX,EX,VG,N,4.86-4.21×2.85,"1,594.52",Train
1771083,CUSHION,0.43,SI1,M,EX,EX,VG,M,4.38-4.34×2.72,683.22,Train
1524552,CUSHION,0.52,VS1,S-T,EX,EX,VG,M,4.55-4.38×2.97,718.92,Train
1651023,CUSHION,0.5,SI1,M,EX,EX,VG,F,4.86-4.23×2.87,725.32,Train
1632749,CUSHION,0.5,VS2,M,VG,EX,GD,N,4.51-4.47×2.98,771.13,Train
1660174,CUSHION,0.5,VVS2,M,EX,EX,VG,F,4.94-4.27×2.88,772.88,Train
1784948,CUSHION,0.4,VS2,K,VG,EX,VG,M,4.51-3.85×2.68,795.69,Train
1755000,CUSHION,0.34,SI1,FANCY,EX,VG,VG,M,4.03-3.88×2.67,803.43,Train
1602072,CUSHION,0.59,VS2,U-V,VG,EX,GD,N,4.64-4.57×3.19,807.91,Train
1652706,CUSHION,0.51,SI1,N,EX,EX,VG,F,4.92-4.27×2.89,816.68,Train
1606825,CUSHION,0.5,VVS1,L,VG,EX,VG,ST,4.72-4.23×2.95,822.17,Train
1639567,CUSHION,0.5,VS1,K,VG,EX,VG,F,4.70-4.24×2.93,830.89,Train
1619473,CUSHION,0.51,VS1,L,VG,EX,GD,N,4.69-4.32×2.95,839.64,Train
1667158,CUSHION,0.5,VS1,M,VG,EX,VG,F,4.91-4.19×2.89,840.29,Train
1629722,CUSHION,0.61,SI2,Y-Z,EX,EX,FR,F,4.82-4.72×3.09,847.83,Train
1575622,CUSHION,0.52,SI1,L,EX,EX,VG,N,5.02-4.23×2.88,869.06,Train
1619461,CUSHION,0.8,VS2,M,EX,EX,EX,N,5.42-5.05×3.42,"1,358.39",Train
1651870,CUSHION,0.51,SI1,FANCY,EX,EX,VG,N,5.01-4.12×2.79,"1,358.98",Train
1798203,CUSHION,0.5,VS1,J,EX,EX,VG,N,4.93-4.26×2.87,"1,361.35",Train
1671479,CUSHION,0.5,SI2,F,EX,EX,GD,N,4.62-4.46×2.97,"1,363.32",Train
1651867,CUSHION,0.51,VS2,FANCY,EX,GD,GD,N,4.75-4.28×2.90,"1,364.27",Train
1642264,CUSHION,0.5,VS2,H,EX,EX,VG,N,4.97-4.24×2.87,"1,365.18",Train
1652701,CUSHION,0.53,VS1,I,EX,EX,VG,N,4.71-4.51×3.04,"1,365.72",Train
1651019,CUSHION,0.5,VS2,H,EX,VG,VG,F,4.61-4.43×2.95,"1,366.08",Train
1665795,CUSHION,0.51,VS1,I,EX,EX,EX,M,4.63-4.43×2.97,"1,373.97",Train
1759261,CUSHION,0.5,SI1,G,EX,VG,VG,N,5.03-4.17×2.83,"1,374.14",Train
1741865,CUSHION,0.5,SI1,G,EX,EX,VG,N,5.06-4.23×2.84,"1,374.14",Train
1643525,CUSHION,0.52,IF,I,EX,EX,VG,N,5.08-4.31×2.87,"1,374.36",Train
1672858,CUSHION,0.5,VS2,I,EX,EX,VG,N,4.52-4.35×2.93,"1,377.17",Train
1795584,CUSHION,0.5,SI1,I,EX,EX,EX,F,4.70-4.27×2.90,"1,377.40",Train
1787774,CUSHION,0.5,SI1,G,VG,EX,GD,N,4.43-4.40×3.07,"1,378.21",Train
1794066,CUSHION,0.52,SI1,E,EX,EX,EX,F,4.82-4.42×2.89,"1,607.14",Train
1794065,CUSHION,0.52,VS2,H,EX,EX,VG,F,4.62-4.48×3.01,"1,607.14",Train
1761479,CUSHION,0.5,VS2,G,EX,VG,VG,N,4.58-4.39×2.96,"1,607.19",Train
1619459,CUSHION,0.8,VVS2,K,VG,VG,VG,N,5.25-5.08×3.52,"1,607.28",Train
1767816,CUSHION,0.52,VS2,E,EX,EX,EX,F,4.96-4.31×2.83,"1,607.90",Train
200772-70,CUSHION,1.02,SI2,L,EX,EX,EX,M,6.27-5.43×3.63,"1,609.43",Train
1771077,CUSHION,0.5,VS2,G,EX,EX,VG,N,4.59-4.38×2.97,"1,609.73",Train
1761477,CUSHION,0.5,VS1,F,EX,VG,VG,N,4.86-4.22×2.85,"1,610.67",Train
1692232,CUSHION,0.9,VS2,FANCY,EX,EX,VG,N,6.04-5.09×3.42,"1,611.08",Train
1790072,CUSHION,0.56,SI2,FANCY,EX,EX,GD,F,4.56-4.47×3.12,"1,611.85",Train
1786416,CUSHION,0.7,VS1,K,VG,EX,GD,N,4.92-4.83×3.37,"1,612.09",Train
1612587,CUSHION,0.76,VS1,K,EX,EX,VG,N,5.35-5.01×3.38,"1,612.64",Train
1798206,CUSHION,0.5,VS2,E,EX,EX,GD,N,4.92-4.25×2.82,"1,613.14",Train
1615611,CUSHION,0.63,VVS1,FANCY,EX,EX,VG,M,5.16-4.90×3.00,"1,615.89",Train
1790975,CUSHION,0.53,VVS1,H,EX,EX,EX,F,4.67-4.53×3.05,"1,616.37",Train
1591217,CUSHION,0.51,VS2,H,EX,EX,VG,N,4.86-4.22×2.87,"1,335.20",Train
1634088,CUSHION,0.5,VS2,H,EX,EX,GD,N,4.53-4.47×2.98,"1,339.21",Train
1602053,CUSHION,0.72,SI2,H,EX,EX,VG,N,5.55-4.79×3.25,"1,339.21",Train
1608451,CUSHION,0.51,SI1,H,EX,EX,EX,N,4.74-4.32×2.94,"1,339.58",Train
1774086,CUSHION,0.5,VS2,H,EX,VG,VG,ST,4.87-4.17×2.83,"1,341.05",Train
1755526,CUSHION,0.49,VS2,F,VG,EX,GD,N,4.64-4.42×3.02,"1,345.05",Train
1750154,CUSHION,0.51,SI1,H,EX,EX,VG,N,5.20-4.17×2.73,"1,349.01",Train
1762711,CUSHION,0.75,VS2,W-X,EX,EX,VG,N,5.29-4.85×3.30,"1,349.47",Train
1786419,CUSHION,0.52,VVS1,J,EX,EX,VG,N,5.08-4.25×2.88,"1,349.52",Train
1776159,CUSHION,0.7,VVS1,W-X,VG,EX,VG,N,4.74-4.70×3.37,"1,350.65",Train
1612597,CUSHION,0.51,VVS1,I,EX,EX,VG,N,4.73-4.32×2.92,"1,352.82",Train
1642263,CUSHION,0.51,VS2,H,EX,EX,VG,F,4.78-4.37×2.94,"1,352.98",Train
1667149,CUSHION,0.52,VVS1,I,EX,EX,VG,F,4.72-4.44×3.00,"1,354.57",Train
1565346,CUSHION,0.55,VVS2,FANCY,EX,EX,VG,N,4.92-4.39×2.92,"1,357.61",Train
1638144,CUSHION,0.5,SI1,E,EX,EX,VG,N,5.05-4.26×2.79,"1,358.27",Train
1765487,CUSHION,0.5,VS2,E,EX,EX,EX,M,4.86-4.48×2.84,"1,489.94",Train
1794072,CUSHION,0.46,VVS2,D,EX,EX,VG,F,4.76-4.09×2.82,"1,490.97",Train
1796894,CUSHION,0.5,VS1,H,GD,EX,VG,N,4.47-4.27×3.05,"1,491.53",Train
1639573,CUSHION,0.53,SI1,E,EX,EX,VG,N,5.01-4.32×2.93,"1,495.95",Train
1639570,CUSHION,0.56,VS2,G,EX,EX,VG,F,5.08-4.39×2.97,"1,497.14",Train
1798198,CUSHION,0.5,VVS2,H,EX,EX,VG,F,4.92-4.26×2.84,"1,498.19",Train
1660170,CUSHION,0.71,VS1,K,EX,EX,EX,F,5.00-5.00×3.39,"1,498.58",Train
1660159,CUSHION,0.9,SI2,M,EX,EX,EX,F,5.48-5.35×3.64,"1,499.06",Train
1636088,CUSHION,0.52,VS2,F,EX,EX,VG,N,5.02-4.37×2.94,"1,499.35",Train
1746040,CUSHION,0.5,VS1,H,EX,EX,VG,N,4.47-4.43×3.00,"1,502.48",Train
1665799,CUSHION,0.5,SI1,F,EX,EX,VG,N,4.88-4.23×2.85,"1,502.54",Train
1572837,CUSHION,0.59,VS2,FANCY,VG,VG,GD,M,4.69-4.51×3.08,"1,502.60",Train
1762708,CUSHION,0.78,VS1,U-V,EX,EX,VG,M,5.26-5.19×3.19,"1,507.24",Train
1769458,CUSHION,0.53,VVS1,I,EX,EX,EX,N,4.66-4.48×3.03,"1,509.58",Train
1657712,CUSHION,0.5,VS1,H,EX,EX,EX,N,4.72-4.32×2.94,"1,511.28",Train
1595359,CUSHION,0.6,VS1,FANCY,EX,EX,VG,M,5.04-4.53×3.03,"1,450.63",Train
1798211,CUSHION,0.5,SI1,G,EX,EX,VG,N,4.67-4.39×2.96,"1,451.86",Train
1740241,CUSHION,0.51,SI1,G,EX,EX,EX,N,4.75-4.33×2.93,"1,453.32",Train
1663199,CUSHION,0.5,VS1,G,EX,EX,VG,M,4.48-4.36×2.96,"1,453.33",Train
1667150,CUSHION,0.52,VVS2,I,EX,EX,EX,N,4.76-4.35×2.93,"1,457.11",Train
1762718,CUSHION,0.51,VVS2,I,EX,EX,EX,N,5.01-4.24×2.87,"1,457.64",Train
201235-207,CUSHION,1.0,SI2,L,EX,EX,EX,N,5.84-5.55×3.75,"1,458.21",Train
1639559,CUSHION,0.7,SI1,J,EX,EX,GD,N,5.19-4.86×3.30,"1,458.27",Train
1767814,CUSHION,0.5,VS1,H,VG,EX,VG,F,4.93-4.21×2.90,"1,459.48",Train
1667141,CUSHION,0.81,SI2,L,EX,EX,EX,F,5.47-5.30×3.50,"1,462.03",Train
1651017,CUSHION,0.5,VS2,F,VG,EX,VG,N,4.77-4.38×2.89,"1,462.04",Train
1599891,CUSHION,0.8,SI1,K,VG,EX,EX,N,5.17-5.11×3.56,"1,462.09",Train
1756389,CUSHION,0.5,SI1,E,EX,EX,EX,N,4.84-4.21×2.85,"1,462.71",Train
1640841,CUSHION,0.9,SI1,L,GD,EX,EX,N,5.24-5.23×3.76,"1,463.08",Train
1650992,CUSHION,0.8,VVS2,L,VG,EX,VG,F,5.32-5.07×3.53,"1,463.46",Train
1651872,CUSHION,0.5,SI2,FANCY,EX,VG,GD,F,4.50-4.36×2.84,"1,108.29",Train
1608437,CUSHION,0.5,VVS2,J,EX,EX,VG,N,4.71-4.33×2.94,"1,127.33",Train
1657713,CUSHION,0.51,VS1,J,EX,EX,VG,M,4.76-4.37×2.96,"1,129.73",Train
1606855,CUSHION,0.51,VS2,J,EX,EX,EX,N,4.60-4.43×3.00,"1,131.60",Train
1781759,CUSHION,0.5,SI1,FANCY,EX,EX,VG,F,4.67-4.23×2.95,"1,133.99",Train
1615090,CUSHION,0.5,VS2,J,EX,VG,VG,N,4.52-4.42×2.98,"1,136.92",Train
1656380,CUSHION,0.5,SI2,J,EX,EX,VG,N,4.76-4.33×2.89,"1,137.73",Train
1781168,CUSHION,0.5,VS1,W-X,EX,EX,VG,N,4.78-4.38×2.94,"1,142.44",Train
1667156,CUSHION,0.5,VS1,I,VG,EX,VG,N,4.47-4.32×2.99,"1,142.87",Train
1668185,CUSHION,0.5,VVS1,J,EX,EX,VG,ST,4.97-4.18×2.85,"1,142.87",Train
1610237,CUSHION,0.52,SI1,FANCY,EX,VG,VG,ST,4.60-4.40×2.99,"1,142.98",Train
1591185,CUSHION,0.91,SI2,N,EX,EX,VG,F,5.45-5.42×3.64,"1,143.58",Train
1594991,CUSHION,0.76,SI1,M,EX,EX,EX,N,5.21-5.11×3.43,"1,148.68",Train
111000-5962,CUSHION,1.01,I2,FANCY,EX,VG,VG,N,5.89-5.63×3.53,"1,155.27",Train
1745020,CUSHION,0.7,VVS2,W-X,EX,EX,VG,N,5.10-4.72×3.20,"1,156.64",Train
1663189,CUSHION,0.8,VS2,K,VG,EX,VG,N,5.59-4.89×3.37,"1,594.88",Train
1651862,CUSHION,0.56,VVS1,FANCY,EX,EX,VG,N,4.64-4.49×3.02,"1,595.80",Train
1654410,CUSHION,0.56,VVS2,FANCY,EX,EX,VG,F,4.86-4.55×2.93,"1,597.73",Train
200376-372,CUSHION,1.2,SI2,U-V,GD,EX,VG,F,6.43-5.39×3.85,"1,599.33",Train
1786427,CUSHION,0.52,VS2,H,EX,EX,VG,N,5.22-4.26×2.84,"1,600.87",Train
1773470,CUSHION,0.7,SI2,J,EX,EX,VG,F,5.08-4.95×3.33,"1,601.56",Train
1660166,CUSHION,0.82,VS2,L,EX,VG,EX,M,5.44-5.17×3.51,"1,603.42",Train
1640852,CUSHION,0.7,SI2,H,VG,EX,VG,N,5.23-4.72×3.29,"1,603.54",Train
1642252,CUSHION,0.7,SI2,J,VG,EX,EX,N,5.17-4.78×3.29,"1,604.51",Train
1629716,CUSHION,0.7,SI2,H,EX,EX,VG,N,5.23-4.83×3.28,"1,604.70",Train
1765490,CUSHION,0.5,VS2,F,EX,EX,VG,N,4.99-4.28×2.87,"1,604.79",Train
1616434,CUSHION,0.53,IF,G,EX,EX,VG,F,4.56-4.51×3.06,"1,604.91",Train
1790073,CUSHION,0.52,I1,FANCY,EX,VG,GD,N,4.78-4.26×2.88,"1,605.23",Train
1790980,CUSHION,0.6,SI1,H,EX,EX,EX,F,5.21-4.53×3.06,"1,605.50",Train
1667154,CUSHION,0.59,VS1,I,EX,VG,VG,N,4.81-4.62×3.13,"1,606.66",Train
1782544,CUSHION,0.52,VVS2,H,EX,EX,EX,N,4.77-4.41×2.97,"1,621.05",Train
1622625,CUSHION,0.7,I1,FANCY,EX,EX,VG,N,5.10-4.69×3.26,"1,623.88",Train
1667161,CUSHION,0.5,VS2,E,VG,EX,VG,N,4.70-4.24×2.95,"1,624.52",Train
1550932,CUSHION,0.9,SI2,K,EX,EX,EX,ST,5.61-5.31×3.59,"1,626.73",Train
1656373,CUSHION,0.51,VS1,G,EX,EX,EX,N,4.76-4.33×2.94,"1,627.21",Train
203202-238,CUSHION,1.01,SI1,FANCY,EX,EX,GD,F,5.77-5.51×3.75,"1,628.78",Train
1612604,CUSHION,0.51,VS2,G,EX,EX,EX,N,4.68-4.37×2.95,"1,628.99",Train
1639563,CUSHION,0.5,VS1,E,EX,EX,GD,F,5.04-4.17×2.83,"1,630.65",Train
1796243,CUSHION,0.6,SI1,FANCY,EX,VG,VG,N,4.80-4.55×3.08,"1,630.85",Train
1576905,CUSHION,0.6,VS2,FANCY,GD,VG,GD,ST,4.21-5.16×3.05,"1,633.21",Train
1634081,CUSHION,0.72,VS2,J,EX,EX,VG,F,5.53-4.81×3.26,"1,634.37",Train
1794059,CUSHION,0.5,VS2,E,EX,EX,VG,N,4.96-4.29×2.79,"1,635.95",Train
1794058,CUSHION,0.5,VS2,E,VG,EX,VG,N,4.82-4.14×2.87,"1,635.95",Train
1584399,CUSHION,0.7,SI2,H,EX,EX,VG,F,5.24-4.84×3.29,"1,638.40",Train
1774085,CUSHION,0.52,VS2,G,EX,EX,VG,N,4.59-4.39×2.98,"1,640.38",Train
1634086,CUSHION,0.51,VS1,F,EX,EX,VG,N,4.73-4.31×2.92,"1,555.63",Train
1760317,CUSHION,0.5,VS2,F,VG,EX,VG,N,4.81-4.18×2.90,"1,555.80",Train
1605429,CUSHION,0.61,VS1,FANCY,EX,GD,VG,F,4.83-4.67×3.18,"1,556.58",Train
1640849,CUSHION,0.7,SI2,E,GD,EX,VG,N,5.22-4.67×3.34,"1,558.52",Train
1642257,CUSHION,0.53,VS1,G,EX,EX,VG,N,5.03-4.35×2.92,"1,560.02",Train
1665784,CUSHION,0.7,VVS2,K,VG,EX,VG,F,5.05-4.86×3.39,"1,562.27",Train
1786425,CUSHION,0.51,VS2,D,VG,EX,EX,M,4.45-4.39×3.05,"1,563.76",Train
1759259,CUSHION,0.5,VS1,E,EX,EX,EX,M,4.39-4.36×2.96,"1,564.23",Train
1669447,CUSHION,0.9,SI1,M,EX,EX,VG,F,5.64-5.39×3.60,"1,565.85",Train
1786423,CUSHION,0.5,VS1,H,VG,EX,VG,N,4.39-4.37×3.02,"1,565.95",Train
1722047,CUSHION,0.7,SI1,J,EX,EX,VG,N,5.44-4.72×3.20,"1,566.21",Train
1574487,CUSHION,0.81,I1,FANCY,EX,VG,VG,F,5.48-5.10×3.40,"1,567.03",Train
1654412,CUSHION,0.51,VVS2,FANCY,EX,EX,GD,N,4.56-4.37×2.96,"1,567.08",Train
1640845,CUSHION,0.81,SI1,L,EX,EX,EX,F,6.07-4.86×3.28,"1,568.43",Train
1795582,CUSHION,0.59,SI1,H,EX,EX,VG,N,5.34-4.34×2.95,"1,570.42",Train
1766803,CUSHION,0.52,VS2,G,EX,EX,GD,N,4.51-4.47×3.03,"1,526.14",Train
1795578,CUSHION,0.52,SI1,E,EX,EX,VG,N,5.01-4.30×2.92,"1,527.10",Train
1616435,CUSHION,0.51,VVS2,G,EX,EX,VG,N,4.95-4.29×2.89,"1,528.28",Train
1782548,CUSHION,0.5,VS2,F,VG,EX,VG,N,4.89-4.17×2.92,"1,529.65",Train
1654411,CUSHION,0.53,VVS2,FANCY,EX,VG,GD,M,4.62-4.52×2.94,"1,530.67",Train
