Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price,Use
1800788,HEART,0.32,SI2,F,EX,EX,EX,N,4.22-4.68×2.71,924.26,Train
1789942,HEART,0.3,SI1,G,EX,EX,GD,N,4.13-4.68×2.63,924.65,Train
1789926,HEART,0.3,VS2,E,VG,GD,GD,M,4.07-4.73×2.73,925.63,Train
1791804,HEART,0.31,SI1,F,EX,EX,VG,F,3.92-4.53×2.74,926.91,Train
1789118,HEART,0.31,VS1,I,VG,EX,VG,F,4.39-4.69×2.59,926.91,Train
1750304,HEART,0.32,SI1,E,EX,VG,VG,N,4.38-4.79×2.81,927,Train
1767978,HEART,0.3,SI1,F,EX,VG,VG,N,4.03-4.69×2.75,927.17,Train
1750303,HEART,0.33,SI1,E,EX,EX,VG,N,4.19-4.89×2.79,928.62,Train
1717448,HEART,0.29,VS1,F,VG,VG,VG,N,3.95-4.68×2.78,929.06,Train
1793208,HEART,0.3,SI1,E,VG,EX,GD,N,3.98-4.84×2.71,930.75,Train
1789940,HEART,0.3,SI1,E,GD,VG,GD,N,4.30-4.64×2.65,930.75,Train
1749153,HEART,0.4,VS1,J,VG,EX,VG,F,4.74-5.03×2.79,932.2,Train
1775304,HEART,0.3,VS2,F,GD,EX,GD,F,4.20-4.55×2.63,932.29,Train
1789945,HEART,0.3,SI2,F,EX,VG,GD,N,4.29-4.70×2.79,781.64,Train
1781376,HEART,0.41,VS1,L,EX,EX,VG,N,4.56-5.28×2.97,782.15,Train
1778562,HEART,0.3,VS1,I,GD,VG,GD,F,3.88-4.68×2.76,786.71,Train
1785297,HEART,0.31,SI1,I,GD,EX,VG,N,4.37-4.46×2.47,786.98,Train
1783877,HEART,0.3,SI1,I,VG,EX,VG,N,4.04-4.67×2.62,788.23,Train
1785304,HEART,0.29,SI1,D,GD,VG,GD,N,3.92-4.75×2.80,791.33,Train
1789933,HEART,0.3,VS2,I,GD,EX,EX,N,4.27-4.51×2.46,794.3,Train
1785301,HEART,0.3,SI2,F,GD,VG,GD,N,4.33-4.57×2.47,794.37,Train
1775287,HEART,0.3,VVS2,J,VG,EX,VG,F,3.90-4.60×2.78,795.33,Train
1717449,HEART,0.29,SI1,F,GD,EX,GD,N,3.86-4.55×2.76,796.23,Train
1785296,HEART,0.33,SI1,I,EX,EX,GD,F,4.08-4.85×2.85,798.1,Train
1793213,HEART,0.3,SI1,I,VG,EX,VG,N,4.27-4.50×2.49,799.39,Train
1703692,HEART,0.4,SI1,I,EX,EX,VG,N,4.47-5.11×3.01,800.42,Train
1789932,HEART,0.3,VS2,I,VG,EX,VG,M,3.96-4.68×2.83,805.98,Train
1740726,HEART,0.29,VS2,I,GD,EX,VG,N,3.99-4.73×2.56,807.03,Train
1789121,HEART,0.31,VS2,E,EX,EX,VG,N,3.98-4.73×2.81,999.72,Train
1771363,HEART,0.35,SI1,D,EX,VG,GD,N,4.16-4.96×2.94,"1,000.56",Train
1787955,HEART,0.3,VS2,F,EX,VG,GD,N,4.03-4.65×2.63,"1,000.72",Train
1787966,HEART,0.3,SI1,D,EX,EX,GD,N,4.08-4.70×2.79,"1,000.72",Train
1787896,HEART,0.4,VS1,J,GD,EX,VG,M,4.32-5.00×3.06,"1,001.16",Train
1793210,HEART,0.31,SI1,F,EX,EX,VG,N,4.03-4.68×2.76,"1,002.83",Train
1783872,HEART,0.31,SI1,F,EX,EX,VG,N,4.04-4.79×2.80,"1,002.83",Train
1756504,HEART,0.3,VS2,F,EX,EX,GD,N,4.24-4.65×2.62,"1,003.72",Train
1756482,HEART,0.42,SI2,I,EX,EX,VG,N,4.58-5.09×2.87,"1,003.83",Train
1761706,HEART,0.3,VS2,G,EX,GD,EX,N,4.10-4.78×2.68,"1,004.23",Train
1783855,HEART,0.3,VS2,E,VG,EX,GD,N,3.88-4.65×2.81,"1,004.74",Train
1789928,HEART,0.3,VS2,E,VG,VG,GD,N,4.04-4.62×2.78,"1,004.74",Train
1800749,HEART,0.3,VS1,G,GD,VG,GD,N,4.35-4.58×2.56,"1,005.80",Train
1795893,HEART,0.3,VS2,G,VG,VG,GD,N,4.33-4.65×2.57,"1,006.26",Train
1800774,HEART,0.3,VS2,G,VG,VG,GD,N,4.16-4.50×2.68,"1,006.26",Train
1771333,HEART,0.3,VS1,G,VG,EX,GD,N,3.96-4.63×2.76,"1,020.96",Train
1795835,HEART,0.46,SI1,I,VG,EX,GD,N,4.95-5.24×2.96,"1,021.39",Train
1767972,HEART,0.3,SI1,D,EX,VG,VG,N,3.94-4.75×2.71,"1,021.49",Train
1791127,HEART,0.3,VS2,E,VG,VG,GD,N,4.01-4.61×2.77,"1,022.45",Train
1789927,HEART,0.3,VS2,E,VG,EX,GD,N,4.01-4.73×2.72,"1,022.45",Train
1800031,HEART,0.3,VS2,G,EX,EX,VG,N,4.26-4.74×2.66,"1,022.48",Train
1795901,HEART,0.3,SI1,D,VG,EX,GD,F,4.02-4.70×2.64,"1,022.52",Train
1795899,HEART,0.3,SI1,D,EX,EX,GD,N,4.12-4.66×2.70,"1,022.52",Train
1793185,HEART,0.31,VS1,H,EX,EX,VG,N,4.20-4.69×2.59,"1,022.75",Train
1787934,HEART,0.31,VS1,G,GD,VG,GD,N,4.12-4.75×2.60,"1,022.80",Train
1787965,HEART,0.31,SI1,D,EX,EX,GD,F,4.24-4.71×2.71,"1,022.80",Train
1769665,HEART,0.34,VS2,G,EX,EX,VG,N,4.21-4.99×2.91,"1,022.92",Train
1785267,HEART,0.3,VS2,D,EX,EX,GD,F,4.11-4.65×2.60,"1,023.48",Train
1793194,HEART,0.3,VS2,D,GD,VG,VG,F,3.94-4.60×2.68,"1,023.48",Train
1798678,HEART,0.3,VVS2,E,GD,VG,GD,N,4.20-4.60×2.72,"1,023.97",Train
1761674,HEART,0.4,SI2,I,VG,EX,VG,M,4.53-5.02×2.98,867.31,Train
1782798,HEART,0.3,VS2,I,EX,EX,VG,N,4.22-4.60×2.61,868.34,Train
1791131,HEART,0.31,VS2,I,EX,VG,VG,M,4.14-4.74×2.71,869.79,Train
1783866,HEART,0.3,VS2,I,EX,EX,VG,N,4.07-4.66×2.72,870.35,Train
1787979,HEART,0.3,SI2,D,VG,VG,GD,N,4.12-4.64×2.78,871.87,Train
1775316,HEART,0.3,SI1,E,VG,EX,GD,F,3.84-4.56×2.76,875.42,Train
1759339,HEART,0.31,SI1,E,VG,EX,GD,N,4.24-4.72×2.64,876.06,Train
1771387,HEART,0.31,SI2,E,EX,EX,VG,N,4.14-4.71×2.70,877.68,Train
1772593,HEART,0.31,SI1,G,VG,VG,GD,N,4.17-4.83×2.71,879.73,Train
1769675,HEART,0.3,SI1,E,VG,VG,GD,N,4.27-4.69×2.63,880.52,Train
1800050,HEART,0.3,SI1,H,VG,VG,FR,F,4.04-4.51×2.49,881.03,Train
1789931,HEART,0.31,VS2,I,EX,EX,VG,N,4.07-4.82×2.87,881.81,Train
1781398,HEART,0.3,SI1,F,VG,EX,VG,N,4.05-4.74×2.62,882.52,Train
1791138,HEART,0.34,SI2,F,EX,VG,VG,N,4.36-4.82×2.80,883.89,Train
1783876,HEART,0.3,SI1,G,VG,VG,GD,N,3.98-4.63×2.68,884.06,Train
1800795,HEART,0.29,VS2,D,VG,EX,VG,N,3.99-4.67×2.62,"1,087.84",Train
1773520,HEART,0.3,VS1,E,EX,EX,GD,F,4.05-4.79×2.73,"1,087.94",Train
1786569,HEART,0.3,VVS2,F,EX,VG,GD,N,4.03-4.76×2.74,"1,087.94",Train
1785248,HEART,0.3,VS1,E,VG,EX,GD,N,4.12-4.73×2.75,"1,088.41",Train
1787928,HEART,0.3,VS1,E,EX,EX,GD,F,4.11-4.64×2.61,"1,088.41",Train
1785268,HEART,0.3,VS2,D,EX,EX,VG,F,3.98-4.71×2.74,"1,088.41",Train
1789095,HEART,0.3,VVS1,F,GD,EX,GD,N,3.96-4.64×2.56,"1,088.87",Train
1789908,HEART,0.3,VS1,D,GD,VG,GD,N,4.07-4.65×2.75,"1,088.87",Train
1777470,HEART,0.46,SI2,F,EX,VG,GD,N,4.61-5.40×3.03,"1,088.97",Train
1800011,HEART,0.3,VS1,F,EX,EX,GD,N,4.16-4.65×2.62,"1,089.90",Train
1668273,HEART,0.53,SI2,K,VG,EX,VG,F,5.19-5.51×3.04,"1,089.93",Train
1771340,HEART,0.3,VS2,D,EX,EX,GD,N,3.99-4.71×2.82,"1,089.95",Train
1775293,HEART,0.32,VS1,G,EX,VG,GD,N,4.21-4.77×2.73,"1,090.32",Train
1785251,HEART,0.31,VS1,F,VG,VG,GD,N,4.37-4.68×2.70,"1,090.34",Train
1750289,HEART,0.35,VVS2,F,EX,EX,VG,F,4.28-4.84×2.86,"1,090.42",Train
1778565,HEART,0.3,VS2,E,EX,EX,GD,F,4.08-4.84×2.74,"1,034.69",Train
1791802,HEART,0.32,SI1,D,EX,EX,GD,N,4.31-4.69×2.77,"1,036.26",Train
1785265,HEART,0.31,VS2,D,VG,VG,VG,M,4.10-4.66×2.80,"1,036.38",Train
1771392,HEART,0.29,VS2,E,VG,EX,GD,N,3.88-4.68×2.67,"1,036.87",Train
1800012,HEART,0.31,VS1,G,EX,EX,GD,M,3.97-4.72×2.79,"1,036.97",Train
1800762,HEART,0.3,VS2,D,GD,VG,VG,N,3.73-4.53×2.82,"1,037.17",Train
1771349,HEART,0.31,VS2,F,EX,EX,VG,N,4.07-4.83×2.80,"1,038.49",Train
1765047,HEART,0.46,SI2,I,VG,VG,VG,N,4.89-5.17×2.85,"1,039.25",Train
1754198,HEART,0.32,VVS1,F,EX,VG,VG,F,4.04-4.80×2.75,"1,039.42",Train
1769657,HEART,0.3,VS2,E,VG,EX,VG,N,4.37-4.67×2.69,"1,039.70",Train
1795892,HEART,0.3,VS2,F,VG,VG,GD,N,3.97-4.77×2.73,"1,039.76",Train
1795890,HEART,0.3,VS2,F,VG,VG,GD,N,4.01-4.69×2.66,"1,039.76",Train
1785252,HEART,0.3,VS1,F,VG,VG,GD,N,4.23-4.57×2.73,"1,040.25",Train
1773527,HEART,0.3,VS2,G,EX,VG,VG,N,4.08-4.61×2.69,"1,041.72",Train
1789923,HEART,0.3,VS2,D,VG,EX,GD,F,4.02-4.67×2.69,"1,041.78",Train
1800026,HEART,0.33,VS2,F,EX,EX,GD,N,4.22-4.80×2.78,"1,118.85",Train
1771329,HEART,0.31,VS1,G,EX,EX,VG,N,4.26-4.72×2.65,"1,119.17",Train
1765058,HEART,0.34,VS1,H,EX,EX,VG,N,4.18-4.89×2.83,"1,119.46",Train
1785277,HEART,0.32,VS2,G,EX,EX,VG,N,4.12-4.81×2.84,"1,120.05",Train
1761695,HEART,0.3,VS1,E,EX,EX,VG,N,3.94-4.71×2.83,"1,120.39",Train
1756444,HEART,0.5,VS1,K,VG,VG,VG,N,4.56-5.49×3.28,"1,122.21",Train
1800024,HEART,0.3,VS2,D,VG,VG,GD,N,4.03-4.75×2.63,"1,122.41",Train
1787915,HEART,0.46,SI2,G,EX,EX,GD,N,4.67-5.45×3.20,"1,122.50",Train
1789086,HEART,0.46,SI2,F,VG,EX,VG,N,4.66-5.16×3.12,"1,123.26",Train
1769615,HEART,0.3,VVS1,F,VG,EX,VG,N,4.02-4.64×2.57,"1,123.34",Train
1800725,HEART,0.4,SI2,F,EX,EX,GD,N,4.46-5.27×3.02,"1,123.55",Train
1769640,HEART,0.3,VS1,F,EX,EX,VG,N,4.20-4.60×2.66,"1,124.39",Train
1766944,HEART,0.3,VS1,F,EX,VG,VG,N,4.10-4.74×2.66,"1,124.39",Train
1769636,HEART,0.3,VS1,F,EX,EX,VG,N,4.01-4.61×2.74,"1,124.39",Train
1766940,HEART,0.3,VVS2,D,EX,EX,GD,F,4.06-4.79×2.81,"1,124.91",Train
1771309,HEART,0.46,SI1,H,VG,EX,VG,N,4.51-5.43×3.17,"1,099.85",Train
1785276,HEART,0.3,VS2,F,EX,EX,VG,N,3.98-4.74×2.78,"1,100.09",Train
1785274,HEART,0.3,VS2,F,VG,EX,VG,N,3.95-4.67×2.68,"1,100.09",Train
1793200,HEART,0.3,VS2,F,EX,VG,VG,N,4.03-4.64×2.74,"1,100.09",Train
1793184,HEART,0.3,VS1,G,EX,EX,VG,N,4.00-4.61×2.75,"1,100.09",Train
1769667,HEART,0.35,VS2,H,EX,EX,VG,N,4.23-4.92×2.76,"1,101.04",Train
1783854,HEART,0.3,VS2,E,EX,VG,VG,F,3.98-4.74×2.81,"1,101.12",Train
1789922,HEART,0.33,VS2,D,EX,VG,VG,M,4.18-4.87×2.81,"1,102.10",Train
1646094,HEART,0.5,SI2,I,VG,EX,VG,F,4.99-5.53×3.07,"1,102.27",Train
1769642,HEART,0.31,VS1,G,EX,EX,VG,N,4.16-4.71×2.76,"1,102.42",Train
1797318,HEART,0.3,VS1,E,EX,EX,GD,N,4.18-4.66×2.65,"1,103.15",Train
1787925,HEART,0.31,VS1,D,EX,EX,GD,F,3.98-4.73×2.82,"1,103.42",Train
1791123,HEART,0.31,VS1,H,EX,EX,VG,N,4.14-4.83×2.72,"1,103.49",Train
1783849,HEART,0.31,VS1,H,EX,EX,VG,N,4.26-4.67×2.72,"1,103.49",Train
1797312,HEART,0.3,VVS2,E,VG,EX,GD,F,4.15-4.57×2.64,"1,103.57",Train
1798684,HEART,0.3,VVS2,H,VG,VG,VG,N,4.24-4.60×2.54,"1,132.50",Train
1777492,HEART,0.33,VS2,F,EX,EX,VG,N,4.30-4.78×2.69,"1,132.79",Train
1767913,HEART,0.46,SI1,H,VG,VG,VG,N,4.57-5.41×3.25,"1,133.31",Train
1794494,HEART,0.3,VVS2,E,EX,VG,GD,N,3.94-4.68×2.76,"1,133.48",Train
1763961,HEART,0.35,VVS2,G,EX,VG,GD,N,4.36-4.92×2.76,"1,134.18",Train
1800740,HEART,0.3,VS1,F,VG,EX,VG,N,3.91-4.64×2.79,"1,134.51",Train
1791126,HEART,0.3,VS2,D,VG,EX,VG,N,4.30-4.62×2.56,"1,134.55",Train
1775277,HEART,0.4,SI1,H,VG,EX,VG,N,4.59-5.02×2.90,"1,135.04",Train
1783846,HEART,0.31,VS1,F,EX,EX,GD,N,3.98-4.72×2.78,"1,135.41",Train
1775283,HEART,0.3,VVS1,E,VG,EX,GD,N,4.25-4.60×2.55,"1,135.51",Train
1771331,HEART,0.31,VS1,G,EX,EX,EX,N,4.06-4.66×2.77,"1,135.92",Train
1767915,HEART,0.3,VVS1,D,VG,EX,GD,N,4.00-4.64×2.72,"1,136.10",Train
1787948,HEART,0.3,VS2,E,EX,EX,VG,N,4.05-4.82×2.83,"1,136.53",Train
1785215,HEART,0.4,SI2,F,EX,EX,VG,N,4.52-5.14×3.06,"1,137.03",Train
1767916,HEART,0.3,VVS1,E,VG,VG,GD,N,4.27-4.75×2.61,"1,137.07",Train
1759341,HEART,0.3,SI1,H,VG,EX,VG,N,4.19-4.71×2.64,808.01,Train
1800796,HEART,0.29,SI1,D,GD,GD,GD,F,4.22-4.57×2.62,808.48,Train
1800755,HEART,0.3,VS1,J,EX,EX,VG,F,4.12-4.69×2.75,808.53,Train
1800790,HEART,0.3,SI2,G,VG,EX,GD,N,4.01-4.68×2.82,809.51,Train
1771390,HEART,0.3,SI2,F,VG,EX,VG,N,4.02-4.76×2.72,809.53,Train
1794501,HEART,0.34,VVS2,J,EX,EX,VG,N,4.21-4.99×2.81,811.49,Train
1772592,HEART,0.31,VS2,I,EX,EX,VG,F,4.09-4.74×2.67,815.8,Train
1785282,HEART,0.3,VS2,I,VG,EX,GD,N,4.19-4.53×2.55,817.66,Train
1800778,HEART,0.33,VS2,J,EX,EX,VG,N,4.37-4.85×2.73,819.3,Train
1795897,HEART,0.33,VS2,J,EX,EX,VG,F,4.35-4.75×2.77,819.3,Train
1741345,HEART,0.31,SI1,F,EX,EX,VG,N,4.09-4.82×2.80,821.61,Train
1766952,HEART,0.3,VS2,I,VG,EX,VG,N,4.00-4.63×2.75,822.22,Train
1785283,HEART,0.3,VS2,I,GD,VG,VG,N,4.20-4.47×2.58,829.28,Train
1800789,HEART,0.3,SI2,F,GD,EX,VG,N,4.24-4.54×2.64,829.3,Train
1700302,HEART,0.29,SI1,F,GD,EX,VG,N,3.87-4.61×2.77,829.54,Train
1771377,HEART,0.3,SI1,F,EX,EX,VG,N,4.17-4.59×2.73,943.9,Train
1771375,HEART,0.3,SI1,F,EX,EX,VG,N,4.00-4.72×2.79,943.9,Train
1771376,HEART,0.3,SI1,F,EX,EX,VG,N,4.09-4.53×2.68,943.9,Train
1778572,HEART,0.31,SI1,G,EX,EX,EX,F,4.01-4.74×2.76,944.2,Train
1771393,HEART,0.29,VS2,F,GD,EX,VG,N,3.89-4.60×2.74,944.29,Train
1787973,HEART,0.3,SI1,F,EX,EX,GD,N,4.17-4.64×2.62,944.42,Train
1785257,HEART,0.31,VS1,G,GD,EX,GD,M,4.32-4.63×2.49,945.76,Train
1771365,HEART,0.3,SI1,D,VG,EX,GD,N,4.01-4.70×2.79,945.89,Train
1800752,HEART,0.3,VS1,I,EX,EX,VG,N,4.06-4.70×2.71,945.96,Train
1789939,HEART,0.3,SI1,E,EX,EX,GD,N,4.03-4.78×2.75,946.4,Train
1787969,HEART,0.3,SI1,E,EX,VG,GD,N,4.17-4.58×2.61,946.4,Train
1781402,HEART,0.3,SI1,H,EX,VG,VG,N,4.13-4.56×2.59,946.42,Train
1729432,HEART,0.4,SI2,H,VG,EX,VG,N,4.49-5.14×2.93,947.09,Train
1771383,HEART,0.3,SI1,H,EX,VG,VG,N,4.09-4.63×2.74,948.46,Train
1795910,HEART,0.31,SI1,G,EX,VG,VG,F,4.30-4.65×2.52,949.41,Train
1800786,HEART,0.3,SI1,G,EX,EX,VG,N,4.09-4.67×2.61,992.57,Train
1787926,HEART,0.31,VS1,D,EX,EX,GD,ST,4.15-4.74×2.82,992.88,Train
1793187,HEART,0.3,VS1,H,EX,VG,VG,N,3.99-4.74×2.70,993.04,Train
1785293,HEART,0.32,SI1,H,EX,VG,VG,N,4.25-4.81×2.74,993.52,Train
1752963,HEART,0.29,VS2,E,VG,VG,GD,F,4.31-4.59×2.52,993.74,Train
1789123,HEART,0.31,SI1,G,EX,EX,VG,N,4.08-4.65×2.76,993.94,Train
1791132,HEART,0.31,SI1,G,EX,EX,VG,N,4.17-4.69×2.76,993.94,Train
1626363,HEART,0.5,SI1,L,EX,EX,VG,F,4.84-5.47×3.16,994.18,Train
1793203,HEART,0.31,VS2,H,VG,VG,GD,N,4.39-4.67×2.57,994.97,Train
1762933,HEART,0.3,VS2,G,EX,VG,VG,N,4.39-4.63×2.55,996.61,Train
1800775,HEART,0.34,VS2,H,GD,VG,GD,N,4.21-4.83×2.94,997.69,Train
1795875,HEART,0.3,VS1,H,EX,EX,GD,F,3.88-4.59×2.73,998.15,Train
1794487,HEART,0.32,VVS1,I,EX,EX,VG,N,4.34-4.74×2.76,998.32,Train
1793205,HEART,0.31,SI1,E,EX,VG,VG,N,4.13-4.67×2.62,998.71,Train
1800750,HEART,0.33,VS1,I,EX,VG,GD,F,4.25-4.71×2.64,999.5,Train
1783858,HEART,0.3,VS2,F,VG,EX,GD,N,4.29-4.54×2.50,"1,042.26",Train
1791792,HEART,0.3,VS1,G,GD,EX,VG,N,4.17-4.39×2.43,"1,042.26",Train
1756499,HEART,0.3,VS2,E,EX,GD,VG,N,4.18-4.73×2.73,"1,042.80",Train
1789906,HEART,0.31,VS1,D,EX,EX,GD,M,4.06-4.71×2.73,"1,043.17",Train
1763977,HEART,0.29,VS2,D,VG,VG,VG,N,4.01-4.74×2.69,"1,043.24",Train
1762925,HEART,0.32,VVS2,E,VG,EX,GD,N,4.21-4.78×2.69,"1,044.28",Train
1779839,HEART,0.3,VS2,F,EX,EX,GD,N,4.14-4.62×2.70,"1,044.34",Train
1799973,HEART,0.49,SI1,K,GD,VG,VG,F,4.89-5.45×2.97,"1,044.37",Train
1791793,HEART,0.38,VS1,I,EX,VG,VG,N,4.52-4.88×2.81,"1,044.45",Train
1783868,HEART,0.32,SI1,E,EX,EX,VG,N,4.23-4.70×2.64,"1,044.84",Train
1767921,HEART,0.3,VVS1,G,EX,EX,GD,N,3.98-4.70×2.74,"1,046.80",Train
1800037,HEART,0.3,SI1,D,EX,EX,VG,N,4.27-4.65×2.66,"1,047.87",Train
1795900,HEART,0.3,SI1,D,EX,EX,GD,F,3.98-4.73×2.81,"1,047.87",Train
1787930,HEART,0.3,VS1,F,VG,VG,GD,N,4.09-4.70×2.78,"1,048.37",Train
1783859,HEART,0.33,VS2,G,EX,EX,GD,N,4.20-4.86×2.85,"1,050.25",Train
1795914,HEART,0.3,SI2,F,EX,EX,GD,N,4.01-4.74×2.81,848.6,Train
1800052,HEART,0.3,SI2,F,EX,VG,GD,N,3.98-4.71×2.78,848.6,Train
1785299,HEART,0.31,SI2,F,EX,GD,VG,N,4.05-4.71×2.76,848.8,Train
1793214,HEART,0.3,SI2,E,EX,EX,GD,N,3.97-4.73×2.80,850.12,Train
1767982,HEART,0.3,SI1,G,VG,EX,VG,N,4.30-4.66×2.57,853.18,Train
1763973,HEART,0.3,SI1,F,VG,EX,VG,N,4.04-4.73×2.62,855.14,Train
1771384,HEART,0.37,SI1,I,EX,EX,VG,F,4.55-5.01×2.94,856.42,Train
1791137,HEART,0.3,SI2,E,VG,EX,VG,N,4.05-4.60×2.57,856.73,Train
1791801,HEART,0.3,VS2,I,GD,EX,VG,N,4.29-4.52×2.46,858.18,Train
1800777,HEART,0.31,VS2,I,EX,EX,VG,F,4.24-4.63×2.65,861.93,Train
1791807,HEART,0.3,SI2,E,GD,EX,GD,N,3.88-4.59×2.82,863.25,Train
1786578,HEART,0.3,SI1,F,GD,VG,GD,F,4.14-4.53×2.75,864.27,Train
1789934,HEART,0.3,VS2,I,EX,EX,VG,N,4.05-4.66×2.72,864.27,Train
1767983,HEART,0.3,SI1,G,VG,VG,VG,N,3.94-4.64×2.55,866.31,Train
1674737,HEART,0.29,VS1,G,VG,VG,GD,F,4.04-4.81×2.69,866.33,Train
1800745,HEART,0.33,VS1,G,EX,EX,VG,N,4.31-4.83×2.74,"1,137.81",Train
1785246,HEART,0.32,VS1,E,EX,EX,GD,N,4.37-4.78×2.76,"1,138.43",Train
1758231,HEART,0.34,VS2,E,EX,EX,VG,N,4.24-4.96×2.81,"1,138.43",Train
1777476,HEART,0.3,VVS1,F,EX,EX,VG,N,4.06-4.73×2.68,"1,139.06",Train
1775305,HEART,0.35,VS2,G,EX,EX,VG,N,4.33-5.00×2.88,"1,139.50",Train
1774269,HEART,0.32,VVS2,E,EX,VG,GD,N,4.13-4.91×2.87,"1,140.55",Train
1751865,HEART,0.3,VS1,D,EX,VG,VG,N,4.17-4.63×2.60,"1,141.09",Train
1781395,HEART,0.33,VS2,F,EX,EX,VG,F,4.27-4.97×2.84,"1,141.12",Train
1789122,HEART,0.34,VS2,G,EX,EX,VG,N,4.11-4.89×2.85,"1,141.88",Train
1759329,HEART,0.35,VS2,E,EX,EX,VG,N,4.22-4.93×2.88,"1,142.49",Train
1785256,HEART,0.31,VS1,G,EX,VG,VG,N,4.27-4.64×2.67,"1,142.78",Train
1786571,HEART,0.3,VS1,E,VG,EX,VG,N,4.03-4.78×2.86,"1,143.13",Train
1785269,HEART,0.3,VS2,D,EX,VG,VG,N,3.99-4.74×2.79,"1,143.13",Train
1800769,HEART,0.3,VS2,E,EX,VG,VG,N,3.99-4.74×2.69,"1,143.64",Train
1800771,HEART,0.3,VS2,E,EX,EX,VG,N,4.13-4.58×2.69,"1,143.64",Train
1731601,HEART,0.4,SI1,F,VG,VG,VG,F,4.52-5.20×2.93,"1,114.08",Train
1781389,HEART,0.31,VVS1,G,VG,VG,GD,N,4.13-4.68×2.80,"1,114.42",Train
1625059,HEART,0.51,SI1,I,VG,EX,VG,M,5.04-5.38×3.00,"1,114.81",Train
1793201,HEART,0.36,VS2,G,EX,EX,VG,F,4.52-4.99×2.81,"1,114.99",Train
1773521,HEART,0.3,VS1,F,VG,EX,EX,N,3.86-4.64×2.80,"1,115.81",Train
1800770,HEART,0.3,VS2,E,VG,EX,VG,N,3.93-4.59×2.78,"1,116.82",Train
1800009,HEART,0.3,VS1,F,GD,EX,VG,N,4.07-4.47×2.53,"1,116.82",Test
1789917,HEART,0.3,VS1,G,EX,EX,VG,N,4.16-4.68×2.67,"1,116.82",Test
1789106,HEART,0.3,VVS2,H,EX,VG,VG,N,4.24-4.66×2.65,"1,116.82",Test
